Race ID,Position,Last Name,First Name,Constructor,Points,Fastest Lap Time,Fastest Lap Avg Speed (kph),Status,Driver Code
6,5,Bottas,Valtteri,Mercedes,10,1:16.312,157.422,Finished,BOT
6,6,Ocon,Esteban,Force India,8,1:17.027,155.960,Finished,OCO
6,7,Gasly,Pierre,Toro Rosso,6,1:17.099,155.815,Finished,GAS
6,8,Hülkenberg,Nico,Renault,4,1:16.061,157.941,Finished,HUL
6,9,Verstappen,Max,Red Bull,2,1:14.260,161.772,Finished,VER
6,10,Sainz,Carlos,Renault,1,1:17.491,155.027,Finished,SAI
6,11,Ericsson,Marcus,Sauber,0,1:16.936,156.145,Finished,ERI
6,12,Pérez,Sergio,Force India,0,1:17.546,154.917,Finished,PER
6,13,Magnussen,Kevin,Haas F1 Team,0,1:17.476,155.057,Finished,MAG
6,14,Vandoorne,Stoffel,McLaren,0,1:16.864,156.291,+1 Lap,VAN
6,15,Grosjean,Romain,Haas F1 Team,0,1:14.822,160.557,+1 Lap,GRO
6,16,Sirotkin,Sergey,Williams,0,1:15.325,159.484,+1 Lap,SIR
6,17,Stroll,Lance,Williams,0,1:14.944,160.295,+2 Laps,STR
6,18,Leclerc,Charles,Sauber,0,1:17.710,154.590,Collision,LEC
6,19,Hartley,Brendon,Toro Rosso,0,1:17.172,155.667,Collision,HAR
6,20,Alonso,Fernando,McLaren,0,1:17.018,155.979,Gearbox,ALO
7,1,Vettel,Sebastian,Ferrari,25,1:13.964,212.260,Finished,VET
7,2,Bottas,Valtteri,Mercedes,18,1:13.992,212.179,Finished,BOT
7,3,Verstappen,Max,Red Bull,15,1:13.864,212.547,Finished,VER
7,4,Ricciardo,Daniel,Red Bull,12,1:14.159,211.701,Finished,RIC
7,5,Hamilton,Lewis,Mercedes,10,1:14.183,211.633,Finished,HAM
7,6,Räikkönen,Kimi,Ferrari,8,1:14.075,211.941,Finished,RAI
7,7,Hülkenberg,Nico,Renault,6,1:15.588,207.699,+1 Lap,HUL
7,8,Sainz,Carlos,Renault,4,1:15.666,207.485,+1 Lap,SAI
7,9,Ocon,Esteban,Force India,2,1:15.610,207.639,+1 Lap,OCO
7,10,Leclerc,Charles,Sauber,1,1:15.480,207.996,+1 Lap,LEC
7,11,Gasly,Pierre,Toro Rosso,0,1:15.699,207.395,+1 Lap,GAS
7,12,Grosjean,Romain,Haas F1 Team,0,1:15.470,208.024,+1 Lap,GRO
7,13,Magnussen,Kevin,Haas F1 Team,0,1:15.401,208.214,+1 Lap,MAG
7,14,Pérez,Sergio,Force India,0,1:15.100,209.049,+1 Lap,PER
7,15,Ericsson,Marcus,Sauber,0,1:16.403,205.484,+2 Laps,ERI
7,16,Vandoorne,Stoffel,McLaren,0,1:15.765,207.214,+2 Laps,VAN
7,17,Sirotkin,Sergey,Williams,0,1:15.924,206.780,+2 Laps,SIR
7,18,Alonso,Fernando,McLaren,0,1:16.180,206.085,Exhaust,ALO
7,19,Hartley,Brendon,Toro Rosso,0,,,Collision,HAR
7,20,Stroll,Lance,Williams,0,,,Collision,STR
8,1,Hamilton,Lewis,Mercedes,25,1:34.509,222.531,Finished,HAM
8,2,Verstappen,Max,Red Bull,18,1:34.275,223.083,Finished,VER
8,3,Räikkönen,Kimi,Ferrari,15,1:34.398,222.792,Finished,RAI
8,4,Ricciardo,Daniel,Red Bull,12,1:35.382,220.494,Finished,RIC
8,5,Vettel,Sebastian,Ferrari,10,1:34.485,222.587,Finished,VET
8,6,Magnussen,Kevin,Haas F1 Team,8,1:35.425,220.395,Finished,MAG
8,7,Bottas,Valtteri,Mercedes,6,1:34.225,223.201,Finished,BOT
8,8,Sainz,Carlos,Renault,4,1:35.638,219.904,Finished,SAI
8,9,Hülkenberg,Nico,Renault,2,1:35.873,219.365,Finished,HUL
8,10,Leclerc,Charles,Sauber,1,1:35.977,219.127,Finished,LEC
8,11,Grosjean,Romain,Haas F1 Team,0,1:35.695,219.773,+1 Lap,GRO
8,12,Vandoorne,Stoffel,McLaren,0,1:36.675,217.545,+1 Lap,VAN
8,13,Ericsson,Marcus,Sauber,0,1:36.494,217.953,+1 Lap,ERI
8,14,Hartley,Brendon,Toro Rosso,0,1:36.839,217.176,+1 Lap,HAR
8,15,Sirotkin,Sergey,Williams,0,1:38.300,213.949,+1 Lap,SIR
8,16,Alonso,Fernando,McLaren,0,1:35.133,221.071,Wheel,ALO
8,17,Stroll,Lance,Williams,0,1:38.319,213.907,Puncture,STR
8,18,Pérez,Sergio,Force India,0,1:38.319,213.907,Engine,PER
8,19,Ocon,Esteban,Force India,0,,,Collision,OCO
8,20,Gasly,Pierre,Toro Rosso,0,,,Collision,GAS
9,1,Verstappen,Max,Red Bull,25,1:07.442,230.491,Finished,VER
9,2,Räikkönen,Kimi,Ferrari,18,1:06.957,232.160,Finished,RAI
9,3,Vettel,Sebastian,Ferrari,15,1:07.082,231.728,Finished,VET
9,4,Grosjean,Romain,Haas F1 Team,12,1:09.071,225.055,+1 Lap,GRO
9,5,Magnussen,Kevin,Haas F1 Team,10,1:08.476,227.010,+1 Lap,MAG
9,6,Ocon,Esteban,Force India,8,1:08.850,225.777,+1 Lap,OCO
9,7,Pérez,Sergio,Force India,6,1:08.504,226.918,+1 Lap,PER
9,8,Alonso,Fernando,McLaren,4,1:08.661,226.399,+1 Lap,ALO
9,9,Leclerc,Charles,Sauber,2,1:09.006,225.267,+1 Lap,LEC
9,10,Ericsson,Marcus,Sauber,1,1:08.216,227.876,+1 Lap,ERI
9,11,Gasly,Pierre,Toro Rosso,0,1:09.295,224.327,+1 Lap,GAS
9,12,Sainz,Carlos,Renault,0,1:08.766,226.053,+1 Lap,SAI
9,13,Sirotkin,Sergey,Williams,0,1:08.971,225.381,+2 Laps,SIR
9,14,Stroll,Lance,Williams,0,1:09.203,224.626,+2 Laps,STR
9,15,Vandoorne,Stoffel,McLaren,0,1:08.894,225.633,Collision damage,VAN
9,16,Hamilton,Lewis,Mercedes,0,1:07.241,231.180,Fuel pressure,HAM
9,17,Hartley,Brendon,Toro Rosso,0,1:09.171,224.730,Hydraulics,HAR
9,18,Ricciardo,Daniel,Red Bull,0,1:07.591,229.983,Exhaust,RIC
9,19,Bottas,Valtteri,Mercedes,0,1:09.044,225.143,Hydraulics,BOT
9,20,Hülkenberg,Nico,Renault,0,1:10.380,220.869,Engine,HUL
10,1,Vettel,Sebastian,Ferrari,25,1:30.696,233.831,Finished,VET
10,2,Hamilton,Lewis,Mercedes,18,1:31.245,232.424,Finished,HAM
10,3,Räikkönen,Kimi,Ferrari,15,1:30.795,233.576,Finished,RAI
10,4,Bottas,Valtteri,Mercedes,12,1:31.377,232.089,Finished,BOT
10,5,Ricciardo,Daniel,Red Bull,10,1:31.589,231.551,Finished,RIC
10,6,Hülkenberg,Nico,Renault,8,1:33.405,227.049,Finished,HUL
10,7,Ocon,Esteban,Force India,6,1:33.606,226.562,Finished,OCO
10,8,Alonso,Fernando,McLaren,4,1:33.482,226.862,Finished,ALO
10,9,Magnussen,Kevin,Haas F1 Team,2,1:33.604,226.567,Finished,MAG
10,10,Pérez,Sergio,Force India,1,1:33.472,226.887,Finished,PER
10,11,Vandoorne,Stoffel,McLaren,0,1:33.551,226.695,Finished,VAN
10,12,Stroll,Lance,Williams,0,1:33.869,225.927,Finished,STR
10,13,Gasly,Pierre,Toro Rosso,0,1:33.465,226.904,Finished,GAS
10,14,Sirotkin,Sergey,Williams,0,1:34.620,224.134,Finished,SIR
10,15,Verstappen,Max,Red Bull,0,1:32.007,230.499,Brakes,VER
10,16,Grosjean,Romain,Haas F1 Team,0,1:34.391,224.678,Collision,GRO
10,17,Sainz,Carlos,Renault,0,1:34.602,224.177,Collision,SAI
10,18,Ericsson,Marcus,Sauber,0,1:33.675,226.395,Accident,ERI
10,19,Leclerc,Charles,Sauber,0,1:35.209,222.747,Tyre,LEC
10,20,Hartley,Brendon,Toro Rosso,0,,,Power Unit,HAR
11,1,Hamilton,Lewis,Mercedes,25,1:15.545,217.968,Finished,HAM
11,2,Bottas,Valtteri,Mercedes,18,1:15.721,217.461,Finished,BOT
11,3,Räikkönen,Kimi,Ferrari,15,1:15.990,216.691,Finished,RAI
11,4,Verstappen,Max,Red Bull,12,1:15.852,217.085,Finished,VER
11,5,Hülkenberg,Nico,Renault,10,1:17.910,211.351,Finished,HUL
11,6,Grosjean,Romain,Haas F1 Team,8,1:16.716,214.641,Finished,GRO
11,7,Pérez,Sergio,Force India,6,1:17.867,211.468,Finished,PER
11,8,Ocon,Esteban,Force India,4,1:17.941,211.267,Finished,OCO
11,9,Ericsson,Marcus,Sauber,2,1:17.745,211.800,Finished,ERI
11,10,Hartley,Brendon,Toro Rosso,1,1:17.681,211.974,Finished,HAR
11,11,Magnussen,Kevin,Haas F1 Team,0,1:17.697,211.930,Finished,MAG
11,12,Sainz,Carlos,Renault,0,1:17.430,212.661,Finished,SAI
11,13,Vandoorne,Stoffel,McLaren,0,1:17.537,212.368,Finished,VAN
11,14,Gasly,Pierre,Toro Rosso,0,1:17.762,211.753,+1 Lap,GAS
11,15,Leclerc,Charles,Sauber,0,1:17.852,211.509,+1 Lap,LEC
11,16,Alonso,Fernando,McLaren,0,1:17.741,211.811,Retired,ALO
11,17,Stroll,Lance,Williams,0,1:18.861,208.802,Engine,STR
11,18,Vettel,Sebastian,Ferrari,0,1:17.290,213.046,Accident,VET
11,19,Sirotkin,Sergey,Williams,0,1:18.934,208.609,Engine,SIR
11,20,Ricciardo,Daniel,Red Bull,0,1:18.262,210.400,Engine,RIC
12,1,Hamilton,Lewis,Mercedes,25,1:21.107,194.454,Finished,HAM
12,2,Vettel,Sebastian,Ferrari,18,1:20.056,197.007,Finished,VET
12,3,Räikkönen,Kimi,Ferrari,15,1:20.292,196.428,Finished,RAI
12,4,Ricciardo,Daniel,Red Bull,12,1:20.012,197.115,Finished,RIC
12,5,Bottas,Valtteri,Mercedes,10,1:21.736,192.957,Finished,BOT
12,6,Gasly,Pierre,Toro Rosso,8,1:21.685,193.078,Finished,GAS
12,7,Magnussen,Kevin,Haas F1 Team,6,1:21.302,193.987,+1 Lap,MAG
12,8,Alonso,Fernando,McLaren,4,1:22.090,192.125,+1 Lap,ALO
12,9,Sainz,Carlos,Renault,2,1:22.774,190.538,+1 Lap,SAI
12,10,Grosjean,Romain,Haas F1 Team,1,1:22.606,190.925,+1 Lap,GRO
12,11,Hartley,Brendon,Toro Rosso,0,1:22.612,190.911,+1 Lap,HAR
12,12,Hülkenberg,Nico,Renault,0,1:21.261,194.085,+1 Lap,HUL
12,13,Ocon,Esteban,Force India,0,1:22.876,190.303,+1 Lap,OCO
12,14,Pérez,Sergio,Force India,0,1:23.263,189.419,+1 Lap,PER
12,15,Ericsson,Marcus,Sauber,0,1:23.671,188.495,+2 Laps,ERI
12,16,Sirotkin,Sergey,Williams,0,1:23.708,188.412,+2 Laps,SIR
12,17,Stroll,Lance,Williams,0,1:22.660,190.800,+2 Laps,STR
12,18,Vandoorne,Stoffel,McLaren,0,1:23.077,189.843,Gearbox,VAN
12,19,Verstappen,Max,Red Bull,0,1:23.985,187.790,Power loss,VER
12,20,Leclerc,Charles,Sauber,0,,,Suspension,LEC
13,1,Vettel,Sebastian,Ferrari,25,1:46.644,236.435,Finished,VET
13,2,Hamilton,Lewis,Mercedes,18,1:46.721,236.264,Finished,HAM
13,3,Verstappen,Max,Red Bull,15,1:46.946,235.767,Finished,VER
13,4,Bottas,Valtteri,Mercedes,12,1:46.286,237.231,Finished,BOT
13,5,Pérez,Sergio,Force India,10,1:48.080,233.293,Finished,PER
13,6,Ocon,Esteban,Force India,8,1:48.078,233.298,Finished,OCO
13,7,Grosjean,Romain,Haas F1 Team,6,1:48.283,232.856,Finished,GRO
13,8,Magnussen,Kevin,Haas F1 Team,4,1:47.937,233.602,Finished,MAG
13,9,Gasly,Pierre,Toro Rosso,2,1:48.588,232.202,Finished,GAS
13,10,Ericsson,Marcus,Sauber,1,1:48.694,231.976,+1 Lap,ERI
13,11,Sainz,Carlos,Renault,0,1:48.670,232.027,+1 Lap,SAI
13,12,Sirotkin,Sergey,Williams,0,1:49.113,231.085,+1 Lap,SIR
13,13,Stroll,Lance,Williams,0,1:49.287,230.717,+1 Lap,STR
13,14,Hartley,Brendon,Toro Rosso,0,1:48.756,231.843,+1 Lap,HAR
13,15,Vandoorne,Stoffel,McLaren,0,1:48.956,231.418,+1 Lap,VAN
13,16,Ricciardo,Daniel,Red Bull,0,1:49.242,230.812,Retired,RIC
13,17,Räikkönen,Kimi,Ferrari,0,1:54.320,220.559,Brakes,RAI
13,18,Leclerc,Charles,Sauber,0,,,Accident,LEC
13,19,Alonso,Fernando,McLaren,0,,,Accident,ALO
13,20,Hülkenberg,Nico,Renault,0,,,Accident,HUL
14,1,Hamilton,Lewis,Mercedes,25,1:22.497,252.794,Finished,HAM
14,2,Räikkönen,Kimi,Ferrari,18,1:23.515,249.713,Finished,RAI
14,3,Bottas,Valtteri,Mercedes,15,1:22.907,251.544,Finished,BOT
14,4,Vettel,Sebastian,Ferrari,12,1:22.505,252.770,Finished,VET
14,5,Verstappen,Max,Red Bull,10,1:23.609,249.432,Finished,VER
14,6,Ocon,Esteban,Force India,8,1:24.243,247.555,Finished,OCO
14,7,Pérez,Sergio,Force India,6,1:24.179,247.743,Finished,PER
14,8,Sainz,Carlos,Renault,4,1:23.529,249.671,Finished,SAI
14,9,Stroll,Lance,Williams,2,1:24.056,248.106,+1 Lap,STR
14,10,Sirotkin,Sergey,Williams,1,1:24.580,246.568,+1 Lap,SIR
14,11,Leclerc,Charles,Sauber,0,1:23.768,248.959,+1 Lap,LEC
14,12,Vandoorne,Stoffel,McLaren,0,1:24.504,246.790,+1 Lap,VAN
14,13,Hülkenberg,Nico,Renault,0,1:24.772,246.010,+1 Lap,HUL
14,14,Gasly,Pierre,Toro Rosso,0,1:24.059,248.097,+1 Lap,GAS
14,15,Ericsson,Marcus,Sauber,0,1:24.767,246.024,+1 Lap,ERI
14,16,Magnussen,Kevin,Haas F1 Team,0,1:23.768,248.959,+1 Lap,MAG
14,17,Ricciardo,Daniel,Red Bull,0,1:25.692,243.369,Engine,RIC
14,18,Alonso,Fernando,McLaren,0,1:25.229,244.691,Engine,ALO
14,19,Hartley,Brendon,Toro Rosso,0,1:27.009,239.685,Brakes,HAR
14,20,Grosjean,Romain,Haas F1 Team,0,,,Disqualified,GRO
15,1,Hamilton,Lewis,Mercedes,25,1:42.913,177.108,Finished,HAM
15,2,Verstappen,Max,Red Bull,18,1:43.345,176.368,Finished,VER
15,3,Vettel,Sebastian,Ferrari,15,1:44.669,174.137,Finished,VET
15,4,Bottas,Valtteri,Mercedes,12,1:44.720,174.052,Finished,BOT
15,5,Räikkönen,Kimi,Ferrari,10,1:44.715,174.061,Finished,RAI
15,6,Ricciardo,Daniel,Red Bull,8,1:43.120,176.753,Finished,RIC
15,7,Alonso,Fernando,McLaren,6,1:43.164,176.677,Finished,ALO
15,8,Sainz,Carlos,Renault,4,1:45.211,173.240,+1 Lap,SAI
15,9,Leclerc,Charles,Sauber,2,1:45.203,173.253,+1 Lap,LEC
15,10,Hülkenberg,Nico,Renault,1,1:46.093,171.800,+1 Lap,HUL
15,11,Ericsson,Marcus,Sauber,0,1:45.169,173.309,+1 Lap,ERI
15,12,Vandoorne,Stoffel,McLaren,0,1:45.555,172.675,+1 Lap,VAN
15,13,Gasly,Pierre,Toro Rosso,0,1:46.063,171.848,+1 Lap,GAS
15,14,Stroll,Lance,Williams,0,1:46.033,171.897,+1 Lap,STR
15,15,Grosjean,Romain,Haas F1 Team,0,1:45.904,172.106,+1 Lap,GRO
15,16,Pérez,Sergio,Force India,0,1:45.389,172.947,+1 Lap,PER
15,17,Hartley,Brendon,Toro Rosso,0,1:44.889,173.772,+1 Lap,HAR
15,18,Magnussen,Kevin,Haas F1 Team,0,1:41.905,178.860,+2 Laps,MAG
15,19,Sirotkin,Sergey,Williams,0,1:45.902,172.110,+2 Laps,SIR
15,20,Ocon,Esteban,Force India,0,,,Collision,OCO
16,1,Hamilton,Lewis,Mercedes,25,1:35.916,219.492,Finished,HAM
16,2,Bottas,Valtteri,Mercedes,18,1:35.861,219.617,Finished,BOT
16,3,Vettel,Sebastian,Ferrari,15,1:35.990,219.322,Finished,VET
16,4,Räikkönen,Kimi,Ferrari,12,1:36.611,217.913,Finished,RAI
16,5,Verstappen,Max,Red Bull,10,1:36.283,218.655,Finished,VER
16,6,Ricciardo,Daniel,Red Bull,8,1:36.345,218.514,Finished,RIC
16,7,Leclerc,Charles,Sauber,6,1:38.107,214.590,Finished,LEC
16,8,Magnussen,Kevin,Haas F1 Team,4,1:38.015,214.791,+1 Lap,MAG
16,9,Ocon,Esteban,Force India,2,1:38.366,214.025,+1 Lap,OCO
16,10,Pérez,Sergio,Force India,1,1:38.300,214.168,+1 Lap,PER
16,11,Grosjean,Romain,Haas F1 Team,0,1:38.244,214.290,+1 Lap,GRO
16,12,Hülkenberg,Nico,Renault,0,1:39.108,212.422,+1 Lap,HUL
16,13,Ericsson,Marcus,Sauber,0,1:37.931,214.975,+1 Lap,ERI
16,14,Alonso,Fernando,McLaren,0,1:39.590,211.394,+1 Lap,ALO
16,15,Stroll,Lance,Williams,0,1:39.435,211.724,+1 Lap,STR
16,16,Vandoorne,Stoffel,McLaren,0,1:39.922,210.692,+2 Laps,VAN
16,17,Sainz,Carlos,Renault,0,1:39.731,211.095,+2 Laps,SAI
16,18,Sirotkin,Sergey,Williams,0,1:39.838,210.869,+2 Laps,SIR
16,19,Gasly,Pierre,Toro Rosso,0,1:44.071,202.292,Brakes,GAS
16,20,Hartley,Brendon,Toro Rosso,0,1:45.852,198.889,Brakes,HAR
17,1,Hamilton,Lewis,Mercedes,25,1:32.785,225.307,Finished,HAM
17,2,Bottas,Valtteri,Mercedes,18,1:33.110,224.521,Finished,BOT
17,3,Verstappen,Max,Red Bull,15,1:33.367,223.903,Finished,VER
17,4,Ricciardo,Daniel,Red Bull,12,1:33.187,224.336,Finished,RIC
17,5,Räikkönen,Kimi,Ferrari,10,1:34.223,221.869,Finished,RAI
17,6,Vettel,Sebastian,Ferrari,8,1:32.318,226.447,Finished,VET
17,7,Pérez,Sergio,Force India,6,1:34.073,222.223,Finished,PER
17,8,Grosjean,Romain,Haas F1 Team,4,1:34.786,220.551,Finished,GRO
17,9,Ocon,Esteban,Force India,2,1:34.670,220.821,Finished,OCO
17,10,Sainz,Carlos,Renault,1,1:34.197,221.930,+1 Lap,SAI
17,11,Gasly,Pierre,Toro Rosso,0,1:34.133,222.081,+1 Lap,GAS
17,12,Ericsson,Marcus,Sauber,0,1:36.294,217.097,+1 Lap,ERI
17,13,Hartley,Brendon,Toro Rosso,0,1:34.857,220.386,+1 Lap,HAR
17,14,Alonso,Fernando,McLaren,0,1:33.943,222.530,+1 Lap,ALO
17,15,Vandoorne,Stoffel,McLaren,0,1:35.023,220.001,+1 Lap,VAN
17,16,Sirotkin,Sergey,Williams,0,1:33.985,222.431,+1 Lap,SIR
17,17,Stroll,Lance,Williams,0,1:33.354,223.934,+1 Lap,STR
17,18,Leclerc,Charles,Sauber,0,1:34.515,221.183,Mechanical,LEC
17,19,Hülkenberg,Nico,Renault,0,1:34.934,220.207,Engine,HUL
