Round,Driver Id,Driver First Name,Driver Last Name,Constructor Name,Position,Q1 Time,Q2 Time,Q3 Time
2,panis,Olivier,Panis,Toyota,10,1:38.094,,
2,matta,Cristiano,da Matta,Toyota,11,1:38.097,,
2,villeneuve,Jacques,Villeneuve,BAR,12,1:38.289,,
2,frentzen,Heinz-Harald,Frentzen,Sauber,13,1:38.291,,
2,fisichella,Giancarlo,Fisichella,Jordan,14,1:38.416,,
2,pizzonia,Antônio,Pizzonia,Jaguar,15,1:38.516,,
2,webber,Mark,Webber,Jaguar,16,1:38.624,,
2,ralf_schumacher,Ralf,Schumacher,Williams,17,1:38.789,,
2,verstappen,Jos,Verstappen,Minardi,18,1:40.417,,
2,wilson,Justin,Wilson,Minardi,19,1:40.599,,
2,firman,Ralph,Firman,Jordan,20,1:40.910,,
3,barrichello,Rubens,Barrichello,Ferrari,1,1:13.807,,
3,coulthard,David,Coulthard,McLaren,2,1:13.818,,
3,webber,Mark,Webber,Jaguar,3,1:13.851,,
3,raikkonen,Kimi,Räikkönen,McLaren,4,1:13.866,,
3,trulli,Jarno,Trulli,Renault,5,1:13.953,,
3,ralf_schumacher,Ralf,Schumacher,Williams,6,1:14.124,,
3,michael_schumacher,Michael,Schumacher,Ferrari,7,1:14.130,,
3,fisichella,Giancarlo,Fisichella,Jordan,8,1:14.191,,
3,montoya,Juan,Pablo Montoya,Williams,9,1:14.223,,
3,alonso,Fernando,Alonso,Renault,10,1:14.384,,
3,button,Jenson,Button,BAR,11,1:14.504,,
3,heidfeld,Nick,Heidfeld,Sauber,12,1:14.631,,
3,villeneuve,Jacques,Villeneuve,BAR,13,1:14.668,,
3,frentzen,Heinz-Harald,Frentzen,Sauber,14,1:14.839,,
3,panis,Olivier,Panis,Toyota,15,1:14.839,,
3,firman,Ralph,Firman,Jordan,16,1:15.240,,
3,pizzonia,Antônio,Pizzonia,Jaguar,17,1:15.317,,
3,matta,Cristiano,da Matta,Toyota,18,1:15.641,,
3,verstappen,Jos,Verstappen,Minardi,19,1:16.542,,
3,wilson,Justin,Wilson,Minardi,20,1:16.586,,
4,michael_schumacher,Michael,Schumacher,Ferrari,1,1:22.327,,
4,ralf_schumacher,Ralf,Schumacher,Williams,2,1:22.341,,
4,barrichello,Rubens,Barrichello,Ferrari,3,1:22.557,,
4,montoya,Juan,Pablo Montoya,Williams,4,1:22.789,,
4,webber,Mark,Webber,Jaguar,5,1:23.015,,
4,raikkonen,Kimi,Räikkönen,McLaren,6,1:23.148,,
4,villeneuve,Jacques,Villeneuve,BAR,7,1:23.160,,
4,alonso,Fernando,Alonso,Renault,8,1:23.169,,
4,button,Jenson,Button,BAR,9,1:23.381,,
4,panis,Olivier,Panis,Toyota,10,1:23.460,,
4,heidfeld,Nick,Heidfeld,Sauber,11,1:23.700,,
4,coulthard,David,Coulthard,McLaren,12,1:23.818,,
4,matta,Cristiano,da Matta,Toyota,13,1:23.838,,
4,frentzen,Heinz-Harald,Frentzen,Sauber,14,1:23.932,,
4,pizzonia,Antônio,Pizzonia,Jaguar,15,1:24.147,,
4,trulli,Jarno,Trulli,Renault,16,1:24.190,,
4,fisichella,Giancarlo,Fisichella,Jordan,17,1:24.317,,
4,wilson,Justin,Wilson,Minardi,18,1:25.826,,
4,firman,Ralph,Firman,Jordan,19,1:26.357,,
4,verstappen,Jos,Verstappen,Minardi,20,,,
5,michael_schumacher,Michael,Schumacher,Ferrari,1,1:17.762,,
5,barrichello,Rubens,Barrichello,Ferrari,2,1:18.020,,
5,alonso,Fernando,Alonso,Renault,3,1:18.233,,
5,trulli,Jarno,Trulli,Renault,4,1:18.615,,
5,button,Jenson,Button,BAR,5,1:18.704,,
5,panis,Olivier,Panis,Toyota,6,1:18.811,,
5,ralf_schumacher,Ralf,Schumacher,Williams,7,1:19.006,,
5,coulthard,David,Coulthard,McLaren,8,1:19.128,,
5,montoya,Juan,Pablo Montoya,Williams,9,1:19.377,,
5,frentzen,Heinz-Harald,Frentzen,Sauber,10,1:19.427,,
5,villeneuve,Jacques,Villeneuve,BAR,11,1:19.563,,
5,webber,Mark,Webber,Jaguar,12,1:19.615,,
5,matta,Cristiano,da Matta,Toyota,13,1:19.623,,
5,heidfeld,Nick,Heidfeld,Sauber,14,1:19.646,,
5,firman,Ralph,Firman,Jordan,15,1:20.215,,
5,pizzonia,Antônio,Pizzonia,Jaguar,16,1:20.308,,
5,fisichella,Giancarlo,Fisichella,Jordan,17,1:20.976,,
5,wilson,Justin,Wilson,Minardi,18,1:22.104,,
5,verstappen,Jos,Verstappen,Minardi,19,1:22.237,,
5,raikkonen,Kimi,Räikkönen,McLaren,20,,,
6,michael_schumacher,Michael,Schumacher,Ferrari,1,1:09.150,,
6,raikkonen,Kimi,Räikkönen,McLaren,2,1:09.189,,
6,montoya,Juan,Pablo Montoya,Williams,3,1:09.391,,
6,heidfeld,Nick,Heidfeld,Sauber,4,1:09.725,,
6,barrichello,Rubens,Barrichello,Ferrari,5,1:09.784,,
6,trulli,Jarno,Trulli,Renault,6,1:09.890,,
6,button,Jenson,Button,BAR,7,1:09.935,,
6,pizzonia,Antônio,Pizzonia,Jaguar,8,1:10.045,,
6,fisichella,Giancarlo,Fisichella,Jordan,9,1:10.105,,
6,ralf_schumacher,Ralf,Schumacher,Williams,10,1:10.279,,
6,panis,Olivier,Panis,Toyota,11,1:10.402,,
6,villeneuve,Jacques,Villeneuve,BAR,12,1:10.618,,
6,matta,Cristiano,da Matta,Toyota,13,1:10.834,,
6,coulthard,David,Coulthard,McLaren,14,1:10.893,,
6,frentzen,Heinz-Harald,Frentzen,Sauber,15,1:11.307,,
6,firman,Ralph,Firman,Jordan,16,1:11.505,,
6,webber,Mark,Webber,Jaguar,17,1:11.662,,
6,wilson,Justin,Wilson,Minardi,18,1:14.508,,
6,alonso,Fernando,Alonso,Renault,19,1:20.113,,
6,verstappen,Jos,Verstappen,Minardi,20,,,
7,ralf_schumacher,Ralf,Schumacher,Williams,1,1:15.259,,
7,raikkonen,Kimi,Räikkönen,McLaren,2,1:15.295,,
7,montoya,Juan,Pablo Montoya,Williams,3,1:15.415,,
7,trulli,Jarno,Trulli,Renault,4,1:15.500,,
7,michael_schumacher,Michael,Schumacher,Ferrari,5,1:15.644,,
7,coulthard,David,Coulthard,McLaren,6,1:15.700,,
7,barrichello,Rubens,Barrichello,Ferrari,7,1:15.820,,
7,alonso,Fernando,Alonso,Renault,8,1:15.884,,
7,webber,Mark,Webber,Jaguar,9,1:16.237,,
7,matta,Cristiano,da Matta,Toyota,10,1:16.744,,
7,villeneuve,Jacques,Villeneuve,BAR,11,1:16.755,,
7,fisichella,Giancarlo,Fisichella,Jordan,12,1:16.967,,
7,pizzonia,Antônio,Pizzonia,Jaguar,13,1:17.103,,
7,heidfeld,Nick,Heidfeld,Sauber,14,1:17.176,,
7,frentzen,Heinz-Harald,Frentzen,Sauber,15,1:17.402,,
7,firman,Ralph,Firman,Jordan,16,1:17.452,,
7,panis,Olivier,Panis,Toyota,17,1:17.464,,
7,verstappen,Jos,Verstappen,Minardi,18,1:18.706,,
7,wilson,Justin,Wilson,Minardi,19,1:20.063,,
7,button,Jenson,Button,BAR,20,,,
8,ralf_schumacher,Ralf,Schumacher,Williams,1,1:15.529,,
8,montoya,Juan,Pablo Montoya,Williams,2,1:15.923,,
8,michael_schumacher,Michael,Schumacher,Ferrari,3,1:16.047,,
8,alonso,Fernando,Alonso,Renault,4,1:16.048,,
8,barrichello,Rubens,Barrichello,Ferrari,5,1:16.143,,
8,webber,Mark,Webber,Jaguar,6,1:16.182,,
8,panis,Olivier,Panis,Toyota,7,1:16.598,,
8,trulli,Jarno,Trulli,Renault,8,1:16.718,,
8,matta,Cristiano,da Matta,Toyota,9,1:16.826,,
8,frentzen,Heinz-Harald,Frentzen,Sauber,10,1:16.939,,
8,coulthard,David,Coulthard,McLaren,11,1:17.024,,
8,heidfeld,Nick,Heidfeld,Sauber,12,1:17.086,,
8,pizzonia,Antônio,Pizzonia,Jaguar,13,1:17.337,,
8,villeneuve,Jacques,Villeneuve,BAR,14,1:17.347,,
8,verstappen,Jos,Verstappen,Minardi,15,1:18.014,,
8,fisichella,Giancarlo,Fisichella,Jordan,16,1:18.036,,
8,button,Jenson,Button,BAR,17,1:18.205,,
8,wilson,Justin,Wilson,Minardi,18,1:18.560,,
8,firman,Ralph,Firman,Jordan,19,1:18.692,,
8,raikkonen,Kimi,Räikkönen,McLaren,20,,,
9,raikkonen,Kimi,Räikkönen,McLaren,1,1:31.523,,
9,michael_schumacher,Michael,Schumacher,Ferrari,2,1:31.555,,
9,ralf_schumacher,Ralf,Schumacher,Williams,3,1:31.619,,
9,montoya,Juan,Pablo Montoya,Williams,4,1:31.765,,
9,barrichello,Rubens,Barrichello,Ferrari,5,1:31.780,,
9,trulli,Jarno,Trulli,Renault,6,1:31.976,,
9,panis,Olivier,Panis,Toyota,7,1:32.350,,
9,alonso,Fernando,Alonso,Renault,8,1:32.424,,
9,coulthard,David,Coulthard,McLaren,9,1:32.742,,
9,matta,Cristiano,da Matta,Toyota,10,1:32.949,,
9,webber,Mark,Webber,Jaguar,11,1:33.066,,
9,button,Jenson,Button,BAR,12,1:33.395,,
9,fisichella,Giancarlo,Fisichella,Jordan,13,1:33.553,,
9,firman,Ralph,Firman,Jordan,14,1:33.827,,
9,frentzen,Heinz-Harald,Frentzen,Sauber,15,1:34.000,,
9,pizzonia,Antônio,Pizzonia,Jaguar,16,1:34.159,,
9,villeneuve,Jacques,Villeneuve,BAR,17,1:34.596,,
9,verstappen,Jos,Verstappen,Minardi,18,1:36.318,,
9,wilson,Justin,Wilson,Minardi,19,1:36.485,,
9,heidfeld,Nick,Heidfeld,Sauber,20,,,
10,ralf_schumacher,Ralf,Schumacher,Williams,1,1:15.019,,
10,montoya,Juan,Pablo Montoya,Williams,2,1:15.136,,
10,michael_schumacher,Michael,Schumacher,Ferrari,3,1:15.480,,
10,raikkonen,Kimi,Räikkönen,McLaren,4,1:15.533,,
10,coulthard,David,Coulthard,McLaren,5,1:15.628,,
10,trulli,Jarno,Trulli,Renault,6,1:15.967,,
10,alonso,Fernando,Alonso,Renault,7,1:16.087,,
10,barrichello,Rubens,Barrichello,Ferrari,8,1:16.166,,
10,webber,Mark,Webber,Jaguar,9,1:16.308,,
10,panis,Olivier,Panis,Toyota,10,1:16.345,,
10,pizzonia,Antônio,Pizzonia,Jaguar,11,1:16.965,,
10,villeneuve,Jacques,Villeneuve,BAR,12,1:16.990,,
10,matta,Cristiano,da Matta,Toyota,13,1:17.068,,
10,button,Jenson,Button,BAR,14,1:17.077,,
10,heidfeld,Nick,Heidfeld,Sauber,15,1:17.445,,
10,frentzen,Heinz-Harald,Frentzen,Sauber,16,1:17.562,,
10,fisichella,Giancarlo,Fisichella,Jordan,17,1:18.431,,
10,firman,Ralph,Firman,Jordan,18,1:18.514,,
10,verstappen,Jos,Verstappen,Minardi,19,1:18.709,,
10,wilson,Justin,Wilson,Minardi,20,1:19.619,,
11,barrichello,Rubens,Barrichello,Ferrari,1,1:21.209,,
11,trulli,Jarno,Trulli,Renault,2,1:21.381,,
11,raikkonen,Kimi,Räikkönen,McLaren,3,1:21.695,,
11,ralf_schumacher,Ralf,Schumacher,Williams,4,1:21.727,,
11,michael_schumacher,Michael,Schumacher,Ferrari,5,1:21.867,,
11,matta,Cristiano,da Matta,Toyota,6,1:22.081,,
11,montoya,Juan,Pablo Montoya,Williams,7,1:22.214,,
11,alonso,Fernando,Alonso,Renault,8,1:22.404,,
11,villeneuve,Jacques,Villeneuve,BAR,9,1:22.591,,
11,pizzonia,Antônio,Pizzonia,Jaguar,10,1:22.634,,
11,webber,Mark,Webber,Jaguar,11,1:22.647,,
11,coulthard,David,Coulthard,McLaren,12,1:22.811,,
11,panis,Olivier,Panis,Toyota,13,1:23.042,,
11,frentzen,Heinz-Harald,Frentzen,Sauber,14,1:23.187,,
11,fisichella,Giancarlo,Fisichella,Jordan,15,1:23.574,,
11,heidfeld,Nick,Heidfeld,Sauber,16,1:23.844,,
11,firman,Ralph,Firman,Jordan,17,1:24.385,,
11,wilson,Justin,Wilson,Minardi,18,1:25.468,,
11,verstappen,Jos,Verstappen,Minardi,19,1:25.759,,
11,button,Jenson,Button,BAR,20,,,
12,montoya,Juan,Pablo Montoya,Williams,1,1:15.167,,
12,ralf_schumacher,Ralf,Schumacher,Williams,2,1:15.185,,
12,barrichello,Rubens,Barrichello,Ferrari,3,1:15.488,,
12,trulli,Jarno,Trulli,Renault,4,1:15.679,,
12,raikkonen,Kimi,Räikkönen,McLaren,5,1:15.874,,
12,michael_schumacher,Michael,Schumacher,Ferrari,6,1:15.898,,
12,panis,Olivier,Panis,Toyota,7,1:16.034,,
12,alonso,Fernando,Alonso,Renault,8,1:16.483,,
12,matta,Cristiano,da Matta,Toyota,9,1:16.550,,
12,coulthard,David,Coulthard,McLaren,10,1:16.666,,
12,webber,Mark,Webber,Jaguar,11,1:16.775,,
12,fisichella,Giancarlo,Fisichella,Jordan,12,1:16.831,,
12,villeneuve,Jacques,Villeneuve,BAR,13,1:17.090,,
12,frentzen,Heinz-Harald,Frentzen,Sauber,14,1:17.169,,
12,heidfeld,Nick,Heidfeld,Sauber,15,1:17.557,,
12,wilson,Justin,Wilson,Jaguar,16,1:18.021,,
12,button,Jenson,Button,BAR,17,1:18.085,,
12,firman,Ralph,Firman,Jordan,18,1:18.341,,
12,verstappen,Jos,Verstappen,Minardi,19,1:19.023,,
12,kiesa,Nicolas,Kiesa,Minardi,20,1:19.174,,
13,alonso,Fernando,Alonso,Renault,1,1:21.688,,
13,ralf_schumacher,Ralf,Schumacher,Williams,2,1:21.944,,
13,webber,Mark,Webber,Jaguar,3,1:22.027,,
13,montoya,Juan,Pablo Montoya,Williams,4,1:22.180,,
13,barrichello,Rubens,Barrichello,Ferrari,5,1:22.180,,
13,trulli,Jarno,Trulli,Renault,6,1:22.610,,
13,raikkonen,Kimi,Räikkönen,McLaren,7,1:22.742,,
13,michael_schumacher,Michael,Schumacher,Ferrari,8,1:22.755,,
13,coulthard,David,Coulthard,McLaren,9,1:23.060,,
13,panis,Olivier,Panis,Toyota,10,1:23.369,,
13,heidfeld,Nick,Heidfeld,Sauber,11,1:23.621,,
13,wilson,Justin,Wilson,Jaguar,12,1:23.660,,
13,fisichella,Giancarlo,Fisichella,Jordan,13,1:23.726,,
13,button,Jenson,Button,BAR,14,1:23.847,,
13,matta,Cristiano,da Matta,Toyota,15,1:23.982,,
13,villeneuve,Jacques,Villeneuve,BAR,16,1:24.100,,
13,frentzen,Heinz-Harald,Frentzen,Sauber,17,1:24.569,,
13,verstappen,Jos,Verstappen,Minardi,18,1:26.423,,
13,baumgartner,Zsolt,Baumgartner,Jordan,19,1:26.678,,
13,kiesa,Nicolas,Kiesa,Minardi,20,1:28.907,,
14,michael_schumacher,Michael,Schumacher,Ferrari,1,1:20.963,,
14,montoya,Juan,Pablo Montoya,Williams,2,1:21.014,,
14,barrichello,Rubens,Barrichello,Ferrari,3,1:21.242,,
14,raikkonen,Kimi,Räikkönen,McLaren,4,1:21.466,,
14,gene,Marc,Gené,Williams,5,1:21.834,,
14,trulli,Jarno,Trulli,Renault,6,1:21.944,,
14,button,Jenson,Button,BAR,7,1:22.301,,
14,coulthard,David,Coulthard,McLaren,8,1:22.471,,
14,panis,Olivier,Panis,Toyota,9,1:22.488,,
14,villeneuve,Jacques,Villeneuve,BAR,10,1:22.717,,
14,webber,Mark,Webber,Jaguar,11,1:22.754,,
14,matta,Cristiano,da Matta,Toyota,12,1:22.914,,
14,fisichella,Giancarlo,Fisichella,Jordan,13,1:22.992,,
14,frentzen,Heinz-Harald,Frentzen,Sauber,14,1:23.216,,
14,wilson,Justin,Wilson,Jaguar,15,1:23.484,,
14,heidfeld,Nick,Heidfeld,Sauber,16,1:23.803,,
14,verstappen,Jos,Verstappen,Minardi,17,1:25.078,,
14,baumgartner,Zsolt,Baumgartner,Jordan,18,1:25.881,,
14,kiesa,Nicolas,Kiesa,Minardi,19,1:26.778,,
14,alonso,Fernando,Alonso,Renault,20,1:40.405,,
15,raikkonen,Kimi,Räikkönen,McLaren,1,1:11.670,,
15,barrichello,Rubens,Barrichello,Ferrari,2,1:11.794,,
15,panis,Olivier,Panis,Toyota,3,1:11.920,,
15,montoya,Juan,Pablo Montoya,Williams,4,1:11.948,,
15,ralf_schumacher,Ralf,Schumacher,Williams,5,1:12.078,,
15,alonso,Fernando,Alonso,Renault,6,1:12.087,,
15,michael_schumacher,Michael,Schumacher,Ferrari,7,1:12.194,,
15,coulthard,David,Coulthard,McLaren,8,1:12.297,,
15,matta,Cristiano,da Matta,Toyota,9,1:12.326,,
15,trulli,Jarno,Trulli,Renault,10,1:12.566,,
15,button,Jenson,Button,BAR,11,1:12.695,,
15,villeneuve,Jacques,Villeneuve,BAR,12,1:13.050,,
15,heidfeld,Nick,Heidfeld,Sauber,13,1:13.083,,
15,webber,Mark,Webber,Jaguar,14,1:13.269,,
15,frentzen,Heinz-Harald,Frentzen,Sauber,15,1:13.447,,
15,wilson,Justin,Wilson,Jaguar,16,1:13.585,,
15,fisichella,Giancarlo,Fisichella,Jordan,17,1:13.798,,
15,firman,Ralph,Firman,Jordan,18,1:14.027,,
15,verstappen,Jos,Verstappen,Minardi,19,1:15.360,,
15,kiesa,Nicolas,Kiesa,Minardi,20,1:15.644,,
16,barrichello,Rubens,Barrichello,Ferrari,1,1:31.713,,
16,montoya,Juan,Pablo Montoya,Williams,2,1:32.412,,
16,matta,Cristiano,da Matta,Toyota,3,1:32.419,,
16,panis,Olivier,Panis,Toyota,4,1:32.862,,
16,alonso,Fernando,Alonso,Renault,5,1:33.044,,
16,webber,Mark,Webber,Jaguar,6,1:33.106,,
16,coulthard,David,Coulthard,McLaren,7,1:33.137,,
16,raikkonen,Kimi,Räikkönen,McLaren,8,1:33.272,,
16,button,Jenson,Button,BAR,9,1:33.474,,
16,wilson,Justin,Wilson,Jaguar,10,1:33.558,,
16,heidfeld,Nick,Heidfeld,Sauber,11,1:33.632,,
16,frentzen,Heinz-Harald,Frentzen,Sauber,12,1:33.896,,
16,sato,Takuma,Sato,BAR,13,1:33.924,,
16,michael_schumacher,Michael,Schumacher,Ferrari,14,1:34.302,,
16,firman,Ralph,Firman,Jordan,15,1:34.771,,
16,fisichella,Giancarlo,Fisichella,Jordan,16,1:34.912,,
16,verstappen,Jos,Verstappen,Minardi,17,1:34.975,,
16,kiesa,Nicolas,Kiesa,Minardi,18,1:37.226,,
16,ralf_schumacher,Ralf,Schumacher,Williams,19,,,
16,trulli,Jarno,Trulli,Renault,20,,,
